State_variable_name_and_unit,Time_instance_1
Time__days,0
Product_stream_mass_flow_in_time__kg_per_s,10.3807940826737
Distillate_bottom_stream_mass_flow_in_time__kg_per_s,5.96075347613356
KO2_gas_stream_mass_flow_in_time__kg_per_s,0.425784800817853
KO2_gas_stream_molar_fraction_of_CO2_in_time__unitless,0.977038923754521
KO2_gas_stream_molar_fraction_of_CO_in_time__unitless,0.00632800608363156
KO2_gas_stream_molar_fraction_of_H2_in_time__unitless,0.0156497577489509
KO2_gas_stream_molar_fraction_of_H2O_in_time__unitless,0
KO2_gas_stream_molar_fraction_of_CH3OH_in_time__unitless,0
KO2_gas_stream_molar_fraction_of_N2_in_time__unitless,0.000983312412897009
Purge_stream_mass_flow_in_time__kg_per_s,0.809485349942935
Purge_stream_molar_fraction_of_CO2_in_time__unitless,0.120647895805808
Purge_stream_molar_fraction_of_CO_in_time__unitless,0.0390753786472555
Purge_stream_molar_fraction_of_H2_in_time__unitless,0.782460693188582
Purge_stream_molar_fraction_of_H2O_in_time__unitless,0.000879098282069527
Purge_stream_molar_fraction_of_CH3OH_in_time__unitless,0.00329520760703292
Purge_stream_molar_fraction_of_N2_in_time__unitless,0.0536417264692511
Net_heat_consumed_per_kg_of_methanol_produced__kJ_per_kg,-5756.75019356649
Net_electricity_consumed_per_kg_of_methanol_produced__kJ_per_kg,1073.15773957903
Molar_methanol_yield_based_on_CO2__unitless,0.932567728721857
Molar_methanol_yield_based_on_H2__unitless,0.932567728721857
Molar_conversion_of_CO2__unitless,0.943032895374285
Molar_conversion_of_H2__unitless,0.936578562185631
Molar_methanol_selectivity_based_on_CO2__unitless,0.995717568578108
Molar_methanol_selectivity_based_on_H2__unitless,0.988902649415772
Average_temperature_inside_reactor_tubes__K,535.426186958926
Maximum_temperature_inside_reactor_tubes__K,537.022413712632
Average_kinetic_reaction_rate_of_CO2_hydrogenation_in_time__mol_per_s_kg_cat,0.0190939062287816
Average_kinetic_reaction_rate_of_RWGS_in_time__mol_per_s_kg_cat,0.00625078213408022
Average_reaction_effectiveness_rate_of_CO2_hydrogenation_in_time__unitless,0.267252579741242
Average_reaction_effectiveness_rate_of_RWGS_in_time__unitless,0.26467884759457
Average_catalyst_activity_in_time__unitless,1
